Sr. No.,Symbol,Company Name
1857,NOIDATOLL,Noida Toll Bridge Company Limited
1858,DBSTOCKBRO,DB (International) Stock Brokers Limited
1859,HOMESFY,Homesfy Realty Limited
1860,S&SPOWER,S&S Power Switchgears Limited
1861,GRCL,Gayatri Rubbers And Chemicals Limited
1862,PULZ,Pulz Electronics Limited
1863,AKI,AKI India Limited
1864,AGRITECH,Agri-Tech (India) Limited
1865,DCM,DCM  Limited
1866,PRAKASHSTL,Prakash Steelage Limited
1867,SOTAC,Sotac Pharmaceuticals Limited
1868,SHRADHA,Shradha Infraprojects Limited
1869,MADHUSUDAN,Madhusudan Masala Limited
1870,JAINAM,Jainam Ferro Alloys (I) Limited
1871,FONEBOX,Fonebox Retail Limited
1872,SUNDARAM,Sundaram Multi Pap Limited
1873,MRO-TEK,MRO-TEK Realty Limited
1874,KREBSBIO,Krebs Biochemicals and Industries Limited
1875,KHFM,Khfm Hospitality And Facility Management Services Limited
1876,PASHUPATI,Pashupati Cotspin Limited
1877,DUCOL,Ducol Organics And Colours Limited
1878,AKSHOPTFBR,Aksh Optifibre Limited
1879,WIPL,The Western India Plywoods Limited
1880,PATINTLOG,Patel Integrated Logistics Limited
1881,IBLFL,IBL Finance Limited
1882,VR,V R Infraspace Limited
1883,GICL,Globe International Carriers Limited
1884,JHS,JHS Svendgaard Laboratories Limited
1885,FLEXITUFF,Flexituff Ventures International Limited
1886,AUSOMENT,Ausom Enterprise Limited
1887,DANGEE,Dangee Dums Limited
1888,DGCONTENT,Digicontent Limited
1889,ARTNIRMAN,Art Nirman Limited
1890,SHAH,Shah Metacorp Limited
1891,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
1892,SURYALAXMI,Suryalakshmi Cotton Mills Limited
1893,BVCL,Barak Valley Cements Limited
1894,GOYALALUM,Goyal Aluminiums Limited
1895,TRANSTEEL,Transteel Seating Technologies Limited
1896,BHANDARI,Bhandari Hosiery Exports Limited
1897,PARTYCRUS,Party Cruisers Limited
1898,MOTOGENFIN,The Motor & General Finance Limited
1899,PALASHSECU,Palash Securities Limited
1900,ANIKINDS,Anik Industries Limited
1901,SHAHALLOYS,Shah Alloys Limited
1902,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
1903,SUVIDHAA,Suvidhaa Infoserve Limited
1904,LOTUSEYE,Lotus Eye Hospital and Institute Limited
1905,GANGESSECU,Ganges Securities Limited
1906,AGNI,Agni Green Power Limited
1907,SIKKO,Sikko Industries Limited
1908,AMDIND,AMD Industries Limited
1909,STEELCITY,Steel City Securities Limited
1910,TPHQ,Teamo Productions HQ Limited
1911,GLOBE,Globe Textiles (India) Limited
1912,FRETAIL,Future Retail Limited
1913,SOMATEX,Soma Textiles & Industries Limited
1914,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
1915,QUICKTOUCH,Quicktouch Technologies Limited
1916,LASA,Lasa Supergenerics Limited
1917,ZENITHDRUG,Zenith Drugs Limited
1918,ZENITHSTL,Zenith Steel Pipes & Industries Limited
1919,LPDC,Landmark Property Development Company Limited
1920,NIRMAN,Nirman Agri Genetics Limited
1921,NAGREEKEXP,Nagreeka Exports Limited
1922,AVROIND,AVRO INDIA LIMITED
1923,ALKALI,Alkali Metals Limited
1924,AAATECH,AAA Technologies Limited
1925,CINEVISTA,Cinevista Limited
1926,ENERGYDEV,Energy Development Company Limited
1927,ATALREAL,Atal Realtech Limited
1928,GROBTEA,The Grob Tea Company Limited
1929,SIMBHALS,Simbhaoli Sugars Limited
1930,GLOBALPET,Global Pet Industries Limited
1931,BANKA,Banka BioLoo Limited
1932,PIONEEREMB,Pioneer Embroideries Limited
1933,KEYFINSERV,Keynote Financial Services Limited
1934,PKTEA,The Peria Karamalai Tea & Produce Company Limited
1935,DELTAMAGNT,Delta Manufacturing Limited
1936,ARCHIES,Archies Limited
1937,MAHICKRA,Mahickra Chemicals Limited
1938,OBCL,Orissa Bengal Carrier Limited
1939,SAIFL,Sameera Agro And Infra Limited
1940,INDSWFTLTD,Ind-Swift Limited
1941,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
1942,VINNY,Vinny Overseas Limited
1943,SAMBHAAV,Sambhaav Media Limited
1944,DAMODARIND,Damodar Industries Limited
1945,GANGAFORGE,Ganga Forging Limited
1946,MHHL,Mohini Health & Hygiene Limited
1947,VASWANI,Vaswani Industries Limited
1948,HISARMETAL,Hisar Metal Industries Limited
1949,PARASPETRO,Paras Petrofils Limited
1950,SECMARK,SecMark Consultancy Limited
1951,CELEBRITY,Celebrity Fashions Limited
1952,PRESSTONIC,Presstonic Engineering Limited
1953,SYNOPTICS,Synoptics Technologies Limited
1954,YAARI,Yaari Digital Integrated Services Limited
1955,AAKASH,Aakash Exploration Services Limited
1956,REGENCERAM,Regency Ceramics Limited
1957,TOKYOPLAST,Tokyo Plast International Limited
1958,ZENITHEXPO,Zenith Exports Limited
1959,MOKSH,Moksh Ornaments Limited
1960,DOLLEX,Dollex Agrotech Limited
1961,ARABIAN,Arabian Petroleum Limited
1962,TREEHOUSE,Tree House Education & Accessories Limited
1963,DEEM,Deem Roll Tech Limited
1964,ARIHANTACA,Arihant Academy Limited
1965,ASTRON,Astron Paper & Board Mill Limited
1966,PANACHE,Panache Digilife Limited
1967,PRITIKA,Pritika Engineering Components Limited
1968,SAMPANN,Sampann Utpadan India Limited
1969,ENFUSE,Enfuse Solutions Limited
1970,MCL,Madhav Copper Limited
1971,FIBERWEB,Fiberweb (India) Limited
1972,PROLIFE,Prolife Industries Limited
1973,PRECISION,Precision Metaliks Limited
1974,BABAFP,Baba Food Processing (India) Limited
1975,AUROIMPEX,Auro Impex  & Chemicals Limited
1976,PRAMARA,Pramara Promotions Limited
1977,PENTAGON,Pentagon Rubber Limited
1978,MAL,Mangalam Alloys Limited
1979,PIGL,Power & Instrumentation (Gujarat) Limited
1980,RCDL,Rajgor Castor Derivatives Limited
1981,MBECL,Mcnally Bharat Engineering Company Limited
1982,SETCO,Setco Automotive Limited
1983,HOLMARC,Holmarc Opto-Mechatronics Limited
1984,TIMESGTY,Times Guaranty Limited
1985,MAITREYA,Maitreya Medicare Limited
1986,NIBL,NRB Industrial Bearings Limited
1987,SIGNORIA,Signoria Creation Limited
1988,KARMAENG,Karma Energy Limited
1989,AVSL,AVSL Industries Limited
1990,VELS,Vels Film International Limited
1991,LATTEYS,Latteys Industries Limited
1992,PNC,Pritish Nandy Communications Limited
1993,MONOPHARMA,Mono Pharmacare Limited
1994,VERTEXPLUS,Vertexplus Technologies Limited
1995,MVKAGRO,M.V.K. Agro Food Product Limited
1996,SVPGLOB,SVP GLOBAL TEXTILES LIMITED
1997,DIL,Debock Industries Limited
1998,BALKRISHNA,Balkrishna Paper Mills Limited
1999,MARCO,Marco Cables & Conductors Limited
2000,ORIENTLTD,Orient Press Limited
2001,RILINFRA,Rachana Infrastructure Limited
2002,SPYL,Shekhawati Poly-Yarn Limited
2003,GTECJAINX,G-TEC JAINX EDUCATION LIMITED
2004,YUDIZ,Yudiz Solutions Limited
2005,AGROPHOS,Agro Phos India Limited
2006,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
2007,MCON,Mcon Rasayan India Limited
2008,AMBANIORG,Ambani Organics Limited
2009,AISL,ANI Integrated Services Limited
2010,CPS,C P S Shapers Limited
2011,HOVS,HOV Services Limited
2012,KANANIIND,Kanani Industries Limited
2013,SHIVAMILLS,Shiva Mills Limited
2014,PRUDMOULI,Prudential Sugar Corporation Limited
2015,SCML,Sharp Chucks and Machines Limited
2016,AATMAJ,Aatmaj Healthcare Limited
2017,KTL,Kalahridhaan Trendz Limited
2018,CEREBRAINT,Cerebra Integrated Technologies Limited
2019,EXCEL,Excel Realty N Infra Limited
2020,SHEETAL,Sheetal Universal Limited
2021,GRAPHISAD,Graphisads Limited
2022,HECPROJECT,HEC Infra Projects Limited
2023,SECURCRED,SecUR Credentials Limited
2024,AROGRANITE,Aro Granite Industries Limited
2025,MADHUCON,Madhucon Projects Limited
2026,WEWIN,WE WIN LIMITED
2027,KKVAPOW,KKV Agro Powers Limited
2028,RELIABLE,Reliable Data Services Limited
2029,AKSHAR,Akshar Spintex Limited
2030,DHTL,Docmode Health Technologies Limited
2031,PERFECT,Perfect Infraengineers Limited
2032,MILTON,Milton Industries Limited
2033,GOLDENTOBC,Golden Tobacco Limited
2034,LEXUS,Lexus Granito (India) Limited
2035,MAGSON,Magson Retail And Distribution Limited
2036,SERVICE,Service Care Limited
2037,ROML,Raj Oil Mills Limited
2038,NGIL,Nakoda Group of Industries Limited
2039,CLSL,Crop Life Science Limited
2040,OMFURN,Omfurn India Limited
2041,VIAZ,Viaz Tyres Limited
2042,TRIDHYA,Tridhya Tech Limited
2043,BANG,Bang Overseas Limited
2044,MORARJEE,Morarjee Textiles Limited
2045,MANUGRAPH,Manugraph India Limited
2046,MALUPAPER,Malu Paper Mills Limited
2047,UCL,Ushanti Colour Chem Limited
2048,SIDDHIKA,Siddhika Coatings Limited
2049,JAIPURKURT,Nandani Creation Limited
2050,SPTL,Sintex Plastics Technology Limited
2051,CELLPOINT,Cell Point (India) Limited
2052,MICROPRO,Micropro Software Solutions Limited
2053,COMMITTED,Committed Cargo Care Limited
2054,HBSL,HB Stockholdings Limited
2055,BANARBEADS,Banaras Beads Limited
2056,SANGANI,Sangani Hospitals Limited
2057,BDR,BDR Buildcon Limited
2058,JETFREIGHT,Jet Freight Logistics Limited
2059,MARSHALL,Marshall Machines Limited
2060,ABMINTLLTD,ABM International Limited
2061,TERASOFT,Tera Software Limited
2062,AKG,Akg Exim Limited
2063,PEARLPOLY,Pearl Polymers Limited
2064,PODDARHOUS,Poddar Housing and Development Limited
2065,SHANTHALA,Shanthala FMCG Products Limited
2066,AARVEEDEN,Aarvee Denims & Exports Limited
2067,REXPIPES,Rex Pipes And Cables Industries Limited
2068,JETKNIT,Jet Knitwears Limited
2069,ENSER,Enser Communications Limited
2070,SHRENIK,Shrenik Limited
2071,DNAMEDIA,Diligent Media Corporation Limited
2072,MASTER,Master Components Limited
2073,ACSAL,Arvind and Company Shipping Agencies Limited
2074,SILGO,Silgo Retail Limited
2075,AKASH,Akash Infra-Projects Limited
2076,SEYAIND,Seya Industries Limited
2077,AJOONI,Ajooni Biotech Limited
2078,TFL,Transwarranty Finance Limited
2079,TAPIFRUIT,Tapi Fruit Processing Limited
2080,LFIC,Lakshmi Finance & Industrial Corporation Limited
2081,WOMANCART,Womancart Limited
2082,ASLIND,ASL Industries Limited
2083,TIMESCAN,Timescan Logistics (India) Limited
2084,ANKITMETAL,Ankit Metal & Power Limited
2085,ICDSLTD,ICDS Limited
2086,YCCL,Yasons Chemex Care Limited
2087,UMA,Uma Converter Limited
2088,WALPAR,Walpar Nutritions Limited
2089,SONUINFRA,Sonu Infratech Limited
2090,SEL,Sungarner Energies Limited
2091,LIBAS,Libas Consumer Products Limited
2092,3PLAND,3P Land Holdings Limited
2093,BURNPUR,Burnpur Cement Limited
2094,SITINET,Siti Networks Limited
2095,RKDL,Ravi Kumar Distilleries Limited
2096,MAKS,Maks Energy Solutions India Limited
2097,SRPL,Shree Ram Proteins Limited
2098,BMETRICS,Bombay Metrics Supply Chain Limited
2099,ITALIANE,Italian Edibles Limited
2100,LAXMICOT,Laxmi Cotspin Limited
2101,UWCSL,Ultra Wiring Connectivity System Limited
2102,TNTELE,Tamilnadu Telecommunication Limited
2103,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
2104,ASHOKAMET,Ashoka Metcast Limited
2105,ADL,Archidply Decor Limited
2106,KHANDSE,Khandwala Securities Limited
2107,VINEETLAB,Vineet Laboratories Limited
2108,TECHIN,Techindia Nirman Limited
2109,PATTECH,Pattech Fitwell Tube Components Limited
2110,CBAZAAR,Net Avenue Technologies Limited
2111,BINANIIND,Binani Industries Limited
2112,21STCENMGM,21st Century Management Services Limited
2113,KRIDHANINF,Kridhan Infra Limited
2114,GODHA,Godha Cabcon & Insulation Limited
2115,JFLLIFE,Jfl Life Sciences Limited
2116,ISHAN,Ishan International Limited
2117,NEXTMEDIA,Next Mediaworks Limited
2118,SUULD,Suumaya Industries Limited
2119,ARISTO,Aristo Bio-Tech And Lifescience Limited
2120,TGBHOTELS,TGB Banquets And Hotels Limited
2121,DKEGL,D.K. Enterprises Global Limited
2122,MARINETRAN,Marinetrans India Limited
2123,DESTINY,Destiny Logistics & Infra Limited
2124,FLFL,Future Lifestyle Fashions Limited
2125,ARSSINFRA,ARSS Infrastructure Projects Limited
2126,ONELIFECAP,Onelife Capital Advisors Limited
2127,INSPIRE,Inspire Films Limited
2128,VSCL,Vadivarhe Speciality Chemicals Limited
2129,SGL,STL Global Limited
2130,EDUCOMP,Educomp Solutions Limited
2131,SAGARDEEP,Sagardeep Alloys Limited
2132,ROLLT,Rollatainers Limited
2133,KONTOR,Kontor Space Limited
2134,SHAIVAL,Shaival Reality Limited
2135,AGARWALFT,Agarwal Float Glass India Limited
2136,TECILCHEM,TECIL Chemicals and Hydro Power Limited
2137,CMRSL,Cyber Media Research & Services Limited
2138,NIDAN,Nidan Laboratories and Healthcare Limited
2139,UNIINFO,Uniinfo Telecom Services Limited
2140,COUNCODOS,Country Condo's Limited
2141,AMEYA,Ameya Precision Engineers Limited
2142,SUPERSPIN,Super Spinning Mills Limited
2143,CYBERMEDIA,Cyber Media (India) Limited
2144,TIJARIA,Tijaria Polypipes Limited
2145,WILLAMAGOR,Williamson Magor & Company Limited
2146,GSTL,Globesecure Technologies Limited
2147,COMPINFO,Compuage Infocom Limited
2148,MINDPOOL,Mindpool Technologies Limited
2149,POLYSIL,Polysil Irrigation Systems Limited
2150,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
2151,JIWANRAM,Jiwanram Sheoduttrai Industries Limited
2152,MADHAV,Madhav Marbles and Granites Limited
2153,NKIND,NK Industries Limited
2154,SANGINITA,Sanginita Chemicals Limited
2155,MEGAFLEX,Mega Flex Plastics Limited
2156,ADROITINFO,Adroit Infotech Limited
2157,FMNL,Future Market Networks Limited
2158,HEADSUP,Heads UP Ventures Limited
2159,KEEPLEARN,DSJ Keep Learning Limited
2160,ACEINTEG,Ace Integrated Solutions Limited
2161,VIVIDHA,Visagar Polytex Limited
2162,KCK,Kck Industries Limited
2163,SABAR,Sabar Flex India Limited
2164,AGUL,A G Universal Limited
2165,FSC,Future Supply Chain Solutions Limited
2166,GATECH,GACM Technologies Limited
2167,IMPEXFERRO,Impex Ferro Tech Limited
2168,QFIL,Quality Foils (India) Limited
2169,KHAITANLTD,Khaitan (India) Limited
2170,NARMADA,Narmada Agrobase Limited
2171,FEL,Future Enterprises Limited
2172,GRETEX,Gretex Industries Limited
2173,VIJIFIN,Viji Finance Limited
2174,BOHRAIND,Bohra Industries Limited
2175,MOXSH,Moxsh Overseas Educon Limited
2176,MOHITIND,Mohit Industries Limited
2177,VILINBIO,Vilin Bio Med Limited
2178,HRHNEXT,HRH Next Services Limited
2179,SUNREST,Sunrest Lifescience Limited
2180,SPRL,Sp Refractories Limited
2181,SUMEETINDS,Sumeet Industries Limited
2182,HYBRIDFIN,Hybrid Financial Services Limited
2183,VERA,Vera Synthetic Limited
2184,SAHAJ,Sahaj Fashions Limited
2185,GOENKA,Goenka Diamond and Jewels Limited
2186,QUADPRO,Quadpro Ites Limited
2187,ANTGRAPHIC,Antarctica Limited
2188,INDIFRA,Indifra Limited
2189,ORIENTALTL,Oriental Trimex Limited
2190,LCCINFOTEC,LCC Infotech Limited
2191,LRRPL,Lead Reclaim And Rubber Products Limited
2192,MASKINVEST,Mask Investments Limited
2193,OLIL,Oneclick Logistics India Limited
2194,KAVVERITEL,Kavveri Telecom Products Limited
2195,MITTAL,Mittal Life Style Limited
2196,GUJRAFFIA,Gujarat Raffia Industries Limited
2197,KSHITIJPOL,Kshitij Polyline Limited
2198,CONTI,Continental Seeds and Chemicals Limited
2199,GLFL,Gujarat Lease Financing Limited
2200,NTL,Neueon Towers Limited
2201,CALSOFT,California Software Company Limited
2202,AILIMITED,Abhishek Integrations Limited
2203,KANDARP,Kandarp Digi Smart BPO Limited
2204,PLADAINFO,Plada Infotech Services Limited
2205,MTEDUCARE,MT Educare Limited
2206,WINSOME,Winsome Yarns Limited
2207,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
2208,DRL,Dhanuka Realty Limited
2209,BRIGHT,Bright Solar Limited
2210,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
2211,TVVISION,TV Vision Limited
2212,VCL,Vaxtex Cotfab Limited
2213,TRANSWIND,Transwind Infrastructures Limited
2214,DIGJAMLMTD,Digjam Limited
2215,RITEZONE,Rite Zone Chemcon India Limited
2216,METALFORGE,Metalyst Forgings Limited
2217,SHANTI,Shanti Overseas (India) Limited
2218,LYPSAGEMS,Lypsa Gems & Jewellery Limited
2219,RICHA,Richa Info Systems Limited
2220,MANAV,Manav Infra Projects Limited
2221,NORBTEAEXP,Norben Tea & Exports Limited
2222,TARAPUR,Tarapur Transformers Limited
2223,BLUECHIP,Blue Chip India Limited
2224,VIVO,Vivo Collaboration Solutions Limited
2225,ORTINLAB,Ortin Laboratories Limited
2226,SAROJA,Saroja Pharma Industries India Limited
2227,JAKHARIA,JAKHARIA FABRIC LIMITED
2228,MPTODAY,Madhya Pradesh Today Media Limited
2229,SILLYMONKS,Silly Monks Entertainment Limited
2230,EUROTEXIND,Eurotex Industries and Exports Limited
2231,AMIABLE,Amiable Logistics (India) Limited
2232,UMESLTD,Usha Martin Education & Solutions Limited
2233,OMKARCHEM,Omkar Speciality Chemicals Limited
2234,KALYANI,Kalyani Commercials Limited
2235,ARENTERP,Rajdarshan Industries Limited
2236,BKMINDST,Bkm Industries Limited
2237,NIRAJISPAT,Niraj Ispat Industries Limited
2238,INNOVATIVE,Innovative Tyres and Tubes Limited
2239,ACCORD,Accord Synergy Limited
2240,SHYAMTEL,Shyam Telecom Limited
2241,SMVD,SMVD Poly Pack Limited
2242,DCMFINSERV,DCM Financial Services Limited
2243,PREMIER,Premier Limited
2244,CREATIVEYE,Creative Eye Limited
2245,AHIMSA,Ahimsa Industries Limited
2246,ABNINT,A B N Intercorp Limited
2247,ALPSINDUS,Alps Industries Limited
2248,MELSTAR,Melstar Information Technologies Limited
2249,JALAN,Jalan Transolutions (India) Limited
2250,SABEVENTS,Sab Events & Governance Now Media Limited
2251,SANCO,Sanco Industries Limited
2252,BHALCHANDR,Bhalchandram Clothing Limited
2253,LAKPRE,Lakshmi Precision Screws Limited
2254,VASA,Vasa Retail and Overseas Ltd
2255,CMMIPL,CMM Infraprojects Limited
